Flight ID,ETD,ETA,Flight Time (hours)
79960,2025-03-05T20:00:00.000Z,2025-03-05T21:29:00.000Z,1.4833333333333334
79953,2025-03-07T19:00:00.000Z,2025-03-07T20:00:00.000Z,1.0
79952,2025-03-12T15:00:00.000Z,2025-03-12T19:31:00.000Z,4.516666666666667
79959,2025-03-13T07:00:00.000Z,2025-03-13T07:44:00.000Z,0.7333333333333333
79956,2025-03-13T16:00:00.000Z,2025-03-13T16:24:00.000Z,0.4
79958,2025-03-28T23:00:00.000Z,2025-03-29T00:25:00.000Z,1.4166666666666667
